t, x1, x2, u
5.036, 0.0139229, -0.000381024, 1
5.037, 0.0139225, -0.000417442, 1
5.038, 0.0139221, -0.000453841, 1
5.039, 0.0139216, -0.000490221, 1
5.04, 0.0139211, -0.000526582, 1
5.041, 0.0139206, -0.000562923, 1
5.042, 0.01392, -0.000599245, 1
5.043, 0.0139194, -0.000635545, 1
5.044, 0.0139187, -0.000671825, 1
5.045, 0.013918, -0.000708084, 1
5.046, 0.0139173, -0.000744322, 1
5.047, 0.0139165, -0.000780537, 1
5.048, 0.0139157, -0.000816731, 1
5.049, 0.0139149, -0.000852902, 1
5.05, 0.013914, -0.00088905, 1
5.051, 0.0139131, -0.000925175, 1
5.052, 0.0139122, -0.000961276, 1
5.053, 0.0139112, -0.000997354, 1
5.054, 0.0139102, -0.00103341, 1
5.055, 0.0139091, -0.00106944, 1
5.056, 0.0139081, -0.00110544, 1
5.057, 0.0139069, -0.00114142, 1
5.058, 0.0139058, -0.00117737, 1
5.059, 0.0139046, -0.0012133, 1
5.06, 0.0139033, -0.0012492, 1
5.061, 0.0139021, -0.00128507, 1
5.062, 0.0139008, -0.00132092, 1
5.063, 0.0138994, -0.00135674, 1
5.064, 0.0138981, -0.00139253, 1
5.065, 0.0138966, -0.0014283, 1
5.066, 0.0138952, -0.00146404, 1
5.067, 0.0138937, -0.00149974, 1
5.068, 0.0138922, -0.00153542, 1
5.069, 0.0138906, -0.00157107, 1
5.07, 0.0138891, -0.00160669, 1
5.071, 0.0138874, -0.00164228, 1
5.072, 0.0138858, -0.00167784, 1
5.073, 0.0138841, -0.00171337, 1
5.074, 0.0138823, -0.00174887, 1
5.075, 0.0138806, -0.00178433, 1
5.076, 0.0138788, -0.00181977, 1
5.077, 0.0138769, -0.00185517, 1
5.078, 0.0138751, -0.00189054, 1
5.079, 0.0138732, -0.00192588, 1
5.08, 0.0138712, -0.00196118, 1
5.081, 0.0138692, -0.00199645, 1
5.082, 0.0138672, -0.00203169, 1
5.083, 0.0138652, -0.00206689, 1
5.084, 0.0138631, -0.00210206, 1
5.085, 0.013861, -0.0021372, 1
5.086, 0.0138588, -0.0021723, 1
5.087, 0.0138566, -0.00220736, 1
5.088, 0.0138544, -0.00224239, 1
5.089, 0.0138521, -0.00227738, 1
5.09, 0.0138498, -0.00231234, 1
5.091, 0.0138475, -0.00234726, 1
5.092, 0.0138452, -0.00238214, 1
5.093, 0.0138428, -0.00241698, 1
5.094, 0.0138403, -0.00245179, 1
5.095, 0.0138378, -0.00248656, 1
5.096, 0.0138353, -0.00252129, 1
5.097, 0.0138328, -0.00255598, 1
5.098, 0.0138302, -0.00259064, 1
5.099, 0.0138276, -0.00262525, 1
5.1, 0.013825, -0.00265983, 1
5.101, 0.0138223, -0.00269436, 1
5.102, 0.0138196, -0.00272886, 1
5.103, 0.0138168, -0.00276331, 1
5.104, 0.0138141, -0.00279772, 1
5.105, 0.0138113, -0.00283209, 1
5.106, 0.0138084, -0.00286642, 1
5.107, 0.0138055, -0.00290071, 1
5.108, 0.0138026, -0.00293496, 1
5.109, 0.0137997, -0.00296916, 1
5.11, 0.0137967, -0.00300332, 1
5.111, 0.0137936, -0.00303744, 1
5.112, 0.0137906, -0.00307152, 1
5.113, 0.0137875, -0.00310555, 1
5.114, 0.0137844, -0.00313954, 1
5.115, 0.0137812, -0.00317348, 1
5.116, 0.013778, -0.00320738, 1
5.117, 0.0137748, -0.00324123, 1
5.118, 0.0137715, -0.00327504, 1
5.119, 0.0137683, -0.0033088, 1
5.12, 0.0137649, -0.00334251, 1
5.121, 0.0137616, -0.00337618, 1
5.122, 0.0137582, -0.00340981, 1
5.123, 0.0137548, -0.00344338, 1
5.124, 0.0137513, -0.00347691, 1
5.125, 0.0137478, -0.00351039, 1
5.126, 0.0137443, -0.00354383, 1
5.127, 0.0137407, -0.00357721, 1
5.128, 0.0137371, -0.00361055, 1
5.129, 0.0137335, -0.00364384, 1
5.13, 0.0137298, -0.00367707, 1
5.131, 0.0137261, -0.00371026, 1
5.132, 0.0137224, -0.0037434, 1
5.133, 0.0137186, -0.0037765, 1
5.134, 0.0137149, -0.00380954, 1
5.135, 0.013711, -0.00384252, 1
5.136, 0.0137072, -0.00387546, 1
5.137, 0.0137033, -0.00390835, 1
5.138, 0.0136994, -0.00394119, 1
5.139, 0.0136954, -0.00397397, 1
5.14, 0.0136914, -0.0040067, 1
5.141, 0.0136874, -0.00403938, 1
5.142, 0.0136833, -0.00407201, 1
5.143, 0.0136792, -0.00410458, 1
5.144, 0.0136751, -0.0041371, 1
5.145, 0.013671, -0.00416957, 1
5.146, 0.0136668, -0.00420198, 1
5.147, 0.0136626, -0.00423434, 1
5.148, 0.0136583, -0.00426665, 1
5.149, 0.013654, -0.0042989, 1
5.15, 0.0136497, -0.00433109, 1
5.151, 0.0136454, -0.00436323, 1
5.152, 0.013641, -0.00439531, 1
5.153, 0.0136366, -0.00442734, 1
5.154, 0.0136321, -0.00445931, 1
5.155, 0.0136277, -0.00449123, 1
5.156, 0.0136231, -0.00452309, 1
5.157, 0.0136186, -0.00455489, 1
5.158, 0.013614, -0.00458663, 1
5.159, 0.0136094, -0.00461832, 1
5.16, 0.0136048, -0.00464995, 1
5.161, 0.0136001, -0.00468152, 1
5.162, 0.0135954, -0.00471303, 1
5.163, 0.0135907, -0.00474448, 1
5.164, 0.013586, -0.00477587, 1
5.165, 0.0135812, -0.00480721, 1
5.166, 0.0135763, -0.00483848, 1
5.167, 0.0135715, -0.0048697, 1
5.168, 0.0135666, -0.00490085, 1
5.169, 0.0135617, -0.00493194, 1
5.17, 0.0135567, -0.00496298, 1
5.171, 0.0135518, -0.00499395, 1
5.172, 0.0135467, -0.00502486, 1
5.173, 0.0135417, -0.00505571, 1
5.174, 0.0135366, -0.00508649, 1
5.175, 0.0135315, -0.00511722, 1
5.176, 0.0135264, -0.00514788, 1
5.177, 0.0135212, -0.00517848, 1
5.178, 0.013516, -0.00520902, 1
5.179, 0.0135108, -0.00523949, 1
5.18, 0.0135056, -0.0052699, 1
5.181, 0.0135003, -0.00530024, 1
5.182, 0.013495, -0.00533053, 1
5.183, 0.0134896, -0.00536074, 1
5.184, 0.0134842, -0.0053909, 1
5.185, 0.0134788, -0.00542098, 1
5.186, 0.0134734, -0.00545101, 1
5.187, 0.0134679, -0.00548096, 1
5.188, 0.0134624, -0.00551085, 1
5.189, 0.0134569, -0.00554068, 1
5.19, 0.0134514, -0.00557044, 1
5.191, 0.0134458, -0.00560013, 1
5.192, 0.0134402, -0.00562976, 1
5.193, 0.0134345, -0.00565931, 1
5.194, 0.0134288, -0.0056888, 1
5.195, 0.0134231, -0.00571823, 1
5.196, 0.0134174, -0.00574758, 1
5.197, 0.0134116, -0.00577687, 1
5.198, 0.0134058, -0.00580609, 1
5.199, 0.0134, -0.00583524, 1
5.2, 0.0133942, -0.00586432, 1
5.201, 0.0133883, -0.00589334, 1
5.202, 0.0133824, -0.00592228, 1
5.203, 0.0133765, -0.00595115, 1
5.204, 0.0133705, -0.00597996, 1
5.205, 0.0133645, -0.00600869, 1
5.206, 0.0133585, -0.00603735, 1
5.207, 0.0133524, -0.00606595, 1
5.208, 0.0133463, -0.00609447, 1
5.209, 0.0133402, -0.00612292, 1
5.21, 0.0133341, -0.0061513, 1
5.211, 0.0133279, -0.0061796, 1
5.212, 0.0133217, -0.00620784, 1
5.213, 0.0133155, -0.006236, 1
5.214, 0.0133093, -0.00626409, 1
5.215, 0.013303, -0.00629211, 1
5.216, 0.0132967, -0.00632006, 1
5.217, 0.0132903, -0.00634793, 1
5.218, 0.013284, -0.00637573, 1
5.219, 0.0132776, -0.00640345, 1
5.22, 0.0132712, -0.0064311, 1
5.221, 0.0132647, -0.00645868, 1
5.222, 0.0132583, -0.00648618, 1
5.223, 0.0132518, -0.00651361, 1
5.224, 0.0132452, -0.00654096, 1
5.225, 0.0132387, -0.00656824, 1
5.226, 0.0132321, -0.00659544, 1
5.227, 0.0132255, -0.00662257, 1
5.228, 0.0132188, -0.00664962, 1
5.229, 0.0132122, -0.0066766, 1
5.23, 0.0132055, -0.00670349, 1
5.231, 0.0131988, -0.00673032, 1
5.232, 0.013192, -0.00675706, 1
5.233, 0.0131853, -0.00678373, 1
5.234, 0.0131785, -0.00681032, 1
5.235, 0.0131716, -0.00683684, 1
5.236, 0.0131648, -0.00686327, 1
5.237, 0.0131579, -0.00688963, 1
5.238, 0.013151, -0.00691591, 1
5.239, 0.0131441, -0.00694212, 1
5.24, 0.0131371, -0.00696824, 1
5.241, 0.0131301, -0.00699428, 1
5.242, 0.0131231, -0.00702025, 1
5.243, 0.0131161, -0.00704614, 1
5.244, 0.0131091, -0.00707194, 1
5.245, 0.013102, -0.00709767, 1
5.246, 0.0130949, -0.00712332, 1
5.247, 0.0130877, -0.00714889, 1
5.248, 0.0130806, -0.00717437, 1
5.249, 0.0130734, -0.00719978, 1
5.25, 0.0130662, -0.00722511, 1
5.251, 0.0130589, -0.00725035, 1
5.252, 0.0130517, -0.00727551, 1
5.253, 0.0130444, -0.0073006, 1
5.254, 0.0130371, -0.0073256, 1
5.255, 0.0130297, -0.00735051, 1
5.256, 0.0130224, -0.00737535, 1
5.257, 0.013015, -0.00740011, 1
5.258, 0.0130076, -0.00742478, 1
5.259, 0.0130001, -0.00744937, 1
5.26, 0.0129927, -0.00747387, 1
5.261, 0.0129852, -0.0074983, 1
5.262, 0.0129777, -0.00752264, 1
5.263, 0.0129701, -0.00754689, 1
5.264, 0.0129626, -0.00757107, 1
5.265, 0.012955, -0.00759515, 1
5.266, 0.0129474, -0.00761916, 1
5.267, 0.0129397, -0.00764308, 1
5.268, 0.0129321, -0.00766692, 1
5.269, 0.0129244, -0.00769067, 1
5.27, 0.0129167, -0.00771433, 1
5.271, 0.012909, -0.00773791, 1
5.272, 0.0129012, -0.00776141, 1
5.273, 0.0128935, -0.00778482, 1
5.274, 0.0128857, -0.00780814, 1
5.275, 0.0128778, -0.00783138, 1
5.276, 0.01287, -0.00785454, 1
5.277, 0.0128621, -0.0078776, 1
5.278, 0.0128542, -0.00790058, 1
5.279, 0.0128463, -0.00792347, 1
5.28, 0.0128384, -0.00794628, 1
5.281, 0.0128304, -0.007969, 1
5.282, 0.0128225, -0.00799163, 1
5.283, 0.0128145, -0.00801418, 1
5.284, 0.0128064, -0.00803663, 1
5.285, 0.0127984, -0.008059, 1
5.286, 0.0127903, -0.00808128, 1
5.287, 0.0127822, -0.00810348, 1
5.288, 0.0127741, -0.00812558, 1
5.289, 0.012766, -0.0081476, 1
5.29, 0.0127578, -0.00816952, 1
5.291, 0.0127496, -0.00819136, 1
5.292, 0.0127414, -0.00821311, 1
5.293, 0.0127332, -0.00823477, 1
5.294, 0.012725, -0.00825634, 1
5.295, 0.0127167, -0.00827782, 1
5.296, 0.0127084, -0.00829922, 1
5.297, 0.0127001, -0.00832052, 1
5.298, 0.0126918, -0.00834173, 1
5.299, 0.0126834, -0.00836285, 1
5.3, 0.012675, -0.00838388, 1
5.301, 0.0126666, -0.00840482, 1
5.302, 0.0126582, -0.00842567, 1
5.303, 0.0126498, -0.00844643, 1
5.304, 0.0126413, -0.00846709, 1
5.305, 0.0126329, -0.00848767, 1
5.306, 0.0126244, -0.00850815, 1
5.307, 0.0126158, -0.00852855, 1
5.308, 0.0126073, -0.00854885, 1
5.309, 0.0125987, -0.00856906, 1
5.31, 0.0125902, -0.00858917, 1
5.311, 0.0125816, -0.0086092, 1
5.312, 0.0125729, -0.00862913, 1
5.313, 0.0125643, -0.00864897, 1
5.314, 0.0125556, -0.00866871, 1
5.315, 0.012547, -0.00868837, 1
5.316, 0.0125383, -0.00870793, 1
5.317, 0.0125296, -0.0087274, 1
5.318, 0.0125208, -0.00874677, 1
5.319, 0.0125121, -0.00876605, 1
5.32, 0.0125033, -0.00878524, 1
5.321, 0.0124945, -0.00880433, 1
5.322, 0.0124857, -0.00882333, 1
5.323, 0.0124768, -0.00884223, 1
5.324, 0.012468, -0.00886104, 1
5.325, 0.0124591, -0.00887976, 1
5.326, 0.0124502, -0.00889838, 1
5.327, 0.0124413, -0.00891691, 1
5.328, 0.0124324, -0.00893534, 1
5.329, 0.0124235, -0.00895368, 1
5.33, 0.0124145, -0.00897192, 1
5.331, 0.0124055, -0.00899007, 1
5.332, 0.0123965, -0.00900812, 1
5.333, 0.0123875, -0.00902607, 1
5.334, 0.0123785, -0.00904393, 1
5.335, 0.0123694, -0.0090617, 1
5.336, 0.0123603, -0.00907937, 1
5.337, 0.0123512, -0.00909694, 1
5.338, 0.0123421, -0.00911441, 1
5.339, 0.012333, -0.00913179, 1
5.34, 0.0123239, -0.00914908, 1
5.341, 0.0123147, -0.00916626, 1
5.342, 0.0123055, -0.00918335, 1
5.343, 0.0122964, -0.00920034, 1
5.344, 0.0122871, -0.00921724, 1
5.345, 0.0122779, -0.00923404, 1
5.346, 0.0122687, -0.00925074, 1
5.347, 0.0122594, -0.00926734, 1
5.348, 0.0122501, -0.00928385, 1
5.349, 0.0122408, -0.00930026, 1
5.35, 0.0122315, -0.00931657, 1
5.351, 0.0122222, -0.00933278, 1
5.352, 0.0122129, -0.0093489, 1
5.353, 0.0122035, -0.00936491, 1
5.354, 0.0121941, -0.00938083, 1
5.355, 0.0121848, -0.00939665, 1
5.356, 0.0121754, -0.00941237, 1
5.357, 0.0121659, -0.009428, 1
5.358, 0.0121565, -0.00944352, 1
5.359, 0.012147, -0.00945894, 1
5.36, 0.0121376, -0.00947427, 1
5.361, 0.0121281, -0.0094895, 1
5.362, 0.0121186, -0.00950463, 1
5.363, 0.0121091, -0.00951966, 1
5.364, 0.0120996, -0.00953459, 1
5.365, 0.01209, -0.00954942, 1
5.366, 0.0120805, -0.00956415, 1
5.367, 0.0120709, -0.00957878, 1
5.368, 0.0120613, -0.00959331, 1
5.369, 0.0120517, -0.00960774, 1
5.37, 0.0120421, -0.00962207, 1
5.371, 0.0120325, -0.0096363, 1
5.372, 0.0120228, -0.00965043, 1
5.373, 0.0120132, -0.00966446, 1
5.374, 0.0120035, -0.00967839, 1
5.375, 0.0119938, -0.00969222, 1
5.376, 0.0119841, -0.00970595, 1
5.377, 0.0119744, -0.00971958, 1
5.378, 0.0119647, -0.00973311, 1
5.379, 0.0119549, -0.00974654, 1
5.38, 0.0119452, -0.00975986, 1
5.381, 0.0119354, -0.00977309, 1
5.382, 0.0119256, -0.00978621, 1
5.383, 0.0119158, -0.00979923, 1
5.384, 0.011906, -0.00981215, 1
5.385, 0.0118962, -0.00982497, 1
5.386, 0.0118864, -0.00983769, 1
5.387, 0.0118765, -0.00985031, 1
5.388, 0.0118667, -0.00986282, 1
5.389, 0.0118568, -0.00987524, 1
5.39, 0.0118469, -0.00988755, 1
5.391, 0.011837, -0.00989976, 1
5.392, 0.0118271, -0.00991187, 1
5.393, 0.0118172, -0.00992387, 1
5.394, 0.0118073, -0.00993578, 1
5.395, 0.0117973, -0.00994758, 1
5.396, 0.0117874, -0.00995928, 1
5.397, 0.0117774, -0.00997087, 1
5.398, 0.0117674, -0.00998237, 1
5.399, 0.0117575, -0.00999376, 1
5.4, 0.0117475, -0.010005, 1
5.401, 0.0117374, -0.0100162, 1
5.402, 0.0117274, -0.0100273, 1
5.403, 0.0117174, -0.0100383, 1
5.404, 0.0117073, -0.0100492, 1
5.405, 0.0116973, -0.01006, 1
5.406, 0.0116872, -0.0100706, 1
5.407, 0.0116771, -0.0100812, 1
5.408, 0.0116671, -0.0100917, 1
5.409, 0.011657, -0.010102, 1
5.41, 0.0116469, -0.0101123, 1
5.411, 0.0116367, -0.0101224, 1
5.412, 0.0116266, -0.0101325, 1
5.413, 0.0116165, -0.0101424, 1
5.414, 0.0116063, -0.0101523, 1
5.415, 0.0115962, -0.010162, 1
5.416, 0.011586, -0.0101717, 1
5.417, 0.0115758, -0.0101812, 1
5.418, 0.0115656, -0.0101906, 1
5.419, 0.0115554, -0.0102, 1
5.42, 0.0115452, -0.0102092, 1
5.421, 0.011535, -0.0102183, 1
5.422, 0.0115248, -0.0102273, 1
5.423, 0.0115146, -0.0102362, 1
5.424, 0.0115043, -0.0102451, 1
5.425, 0.0114941, -0.0102538, 1
5.426, 0.0114838, -0.0102624, 1
5.427, 0.0114736, -0.0102709, 1
5.428, 0.0114633, -0.0102792, 1
5.429, 0.011453, -0.0102875, 1
5.43, 0.0114427, -0.0102957, 1
5.431, 0.0114324, -0.0103038, 1
5.432, 0.0114221, -0.0103118, 1
5.433, 0.0114118, -0.0103196, 1
5.434, 0.0114015, -0.0103274, 1
5.435, 0.0113911, -0.0103351, 1
5.436, 0.0113808, -0.0103426, 1
5.437, 0.0113704, -0.0103501, 1
5.438, 0.0113601, -0.0103574, 1
5.439, 0.0113497, -0.0103647, 1
5.44, 0.0113394, -0.0103718, 1
5.441, 0.011329, -0.0103789, 1
5.442, 0.0113186, -0.0103858, 1
5.443, 0.0113082, -0.0103926, 1
5.444, 0.0112978, -0.0103993, 1
5.445, 0.0112874, -0.010406, 1
5.446, 0.011277, -0.0104125, 1
5.447, 0.0112666, -0.0104189, 1
5.448, 0.0112562, -0.0104252, 1
5.449, 0.0112457, -0.0104314, 1
5.45, 0.0112353, -0.0104375, 1
5.451, 0.0112249, -0.0104435, 1
5.452, 0.0112144, -0.0104493, 1
5.453, 0.011204, -0.0104551, 1
5.454, 0.0111935, -0.0104608, 1
5.455, 0.011183, -0.0104664, 1
5.456, 0.0111726, -0.0104718, 1
5.457, 0.0111621, -0.0104772, 1
5.458, 0.0111516, -0.0104824, 1
5.459, 0.0111411, -0.0104876, 1
5.46, 0.0111306, -0.0104926, 1
5.461, 0.0111202, -0.0104976, 1
5.462, 0.0111097, -0.0105024, 1
5.463, 0.0110991, -0.0105071, 1
5.464, 0.0110886, -0.0105118, 1
5.465, 0.0110781, -0.0105163, 1
5.466, 0.0110676, -0.0105207, 1
5.467, 0.0110571, -0.010525, 1
5.468, 0.0110466, -0.0105292, 1
5.469, 0.011036, -0.0105333, 1
5.47, 0.0110255, -0.0105373, 1
5.471, 0.011015, -0.0105412, 1
5.472, 0.0110044, -0.010545, 1
5.473, 0.0109939, -0.0105487, 1
5.474, 0.0109833, -0.0105522, 1
5.475, 0.0109728, -0.0105557, 1
5.476, 0.0109622, -0.0105591, 1
5.477, 0.0109516, -0.0105623, 1
5.478, 0.0109411, -0.0105655, 1
5.479, 0.0109305, -0.0105686, 1
5.48, 0.0109199, -0.0105715, 1
5.481, 0.0109094, -0.0105743, 1
5.482, 0.0108988, -0.0105771, 1
5.483, 0.0108882, -0.0105797, 1
5.484, 0.0108776, -0.0105822, 1
5.485, 0.010867, -0.0105847, 1
5.486, 0.0108565, -0.010587, 1
5.487, 0.0108459, -0.0105892, 1
5.488, 0.0108353, -0.0105913, 1
5.489, 0.0108247, -0.0105933, 1
5.49, 0.0108141, -0.0105952, 1
5.491, 0.0108035, -0.010597, 1
5.492, 0.0107929, -0.0105987, 1
5.493, 0.0107823, -0.0106003, 1
5.494, 0.0107717, -0.0106017, 1
5.495, 0.0107611, -0.0106031, 1
5.496, 0.0107505, -0.0106044, 1
5.497, 0.0107399, -0.0106056, 1
5.498, 0.0107293, -0.0106066, 1
5.499, 0.0107187, -0.0106076, 1
5.5, 0.0107081, -0.0106084, 1
5.501, 0.0106975, -0.0106092, 1
5.502, 0.0106868, -0.0106098, 1
5.503, 0.0106762, -0.0106104, 1
5.504, 0.0106656, -0.0106108, 1
5.505, 0.010655, -0.0106111, 1
5.506, 0.0106444, -0.0106114, 1
5.507, 0.0106338, -0.0106115, 1
5.508, 0.0106232, -0.0106115, 1
5.509, 0.0106126, -0.0106114, 1
5.51, 0.010602, -0.0106112, 1
5.511, 0.0105913, -0.0106109, 1
5.512, 0.0105807, -0.0106105, 1
5.513, 0.0105701, -0.01061, 1
5.514, 0.0105595, -0.0106094, 1
5.515, 0.0105489, -0.0106087, 1
5.516, 0.0105383, -0.0106079, 1
5.517, 0.0105277, -0.010607, 1
5.518, 0.0105171, -0.010606, 1
5.519, 0.0105065, -0.0106048, 1
5.52, 0.0104959, -0.0106036, 1
5.521, 0.0104853, -0.0106023, 1
5.522, 0.0104747, -0.0106009, 1
5.523, 0.0104641, -0.0105993, 1
5.524, 0.0104535, -0.0105977, 1
5.525, 0.0104429, -0.0105959, 1
5.526, 0.0104323, -0.0105941, 1
5.527, 0.0104217, -0.0105921, 1
5.528, 0.0104111, -0.0105901, 1
5.529, 0.0104005, -0.0105879, 1
5.53, 0.0103899, -0.0105857, 1
5.531, 0.0103793, -0.0105833, 1
5.532, 0.0103688, -0.0105808, 1
5.533, 0.0103582, -0.0105783, 1
5.534, 0.0103476, -0.0105756, 1
5.535, 0.010337, -0.0105728, 1
5.536, 0.0103265, -0.01057, 1
5.537, 0.0103159, -0.010567, 1
5.538, 0.0103053, -0.0105639, 1
5.539, 0.0102948, -0.0105607, 1
5.54, 0.0102842, -0.0105574, 1
5.541, 0.0102736, -0.010554, 1
5.542, 0.0102631, -0.0105505, 1
5.543, 0.0102525, -0.010547, 1
5.544, 0.010242, -0.0105433, 1
5.545, 0.0102315, -0.0105395, 1
5.546, 0.0102209, -0.0105356, 1
5.547, 0.0102104, -0.0105316, 1
5.548, 0.0101999, -0.0105275, 1
5.549, 0.0101893, -0.0105233, 1
5.55, 0.0101788, -0.010519, 1
5.551, 0.0101683, -0.0105145, 1
5.552, 0.0101578, -0.01051, 1
5.553, 0.0101473, -0.0105054, 1
5.554, 0.0101368, -0.0105007, 1
5.555, 0.0101263, -0.0104959, 1
5.556, 0.0101158, -0.010491, 1
5.557, 0.0101053, -0.010486, 1
5.558, 0.0100948, -0.0104809, 1
5.559, 0.0100843, -0.0104757, 1
5.56, 0.0100739, -0.0104703, 1
5.561, 0.0100634, -0.0104649, 1
5.562, 0.0100529, -0.0104594, 1
5.563, 0.0100425, -0.0104538, 1
5.564, 0.010032, -0.0104481, 1
5.565, 0.0100216, -0.0104423, 1
5.566, 0.0100111, -0.0104363, 1
5.567, 0.0100007, -0.0104303, 1
5.568, 0.00999027, -0.0104242, 1
5.569, 0.00997985, -0.010418, 1
5.57, 0.00996944, -0.0104117, 1
5.571, 0.00995903, -0.0104053, 1
5.572, 0.00994862, -0.0103987, 1
5.573, 0.00993823, -0.0103921, 1
5.574, 0.00992784, -0.0103854, 1
5.575, 0.00991746, -0.0103786, 1
5.576, 0.00990708, -0.0103717, 1
5.577, 0.00989671, -0.0103647, 1
5.578, 0.00988635, -0.0103576, 1
5.579, 0.009876, -0.0103504, 1
5.58, 0.00986565, -0.0103431, 1
5.581, 0.00985531, -0.0103357, 1
5.582, 0.00984498, -0.0103281, 1
5.583, 0.00983466, -0.0103205, 1
5.584, 0.00982434, -0.0103128, 1
5.585, 0.00981403, -0.010305, 1
5.586, 0.00980373, -0.0102971, 1
5.587, 0.00979344, -0.0102892, 1
5.588, 0.00978315, -0.0102811, 1
5.589, 0.00977288, -0.0102729, 1
5.59, 0.00976261, -0.0102646, 1
5.591, 0.00975235, -0.0102562, 1
5.592, 0.00974209, -0.0102477, 1
5.593, 0.00973185, -0.0102391, 1
5.594, 0.00972162, -0.0102305, 1
5.595, 0.00971139, -0.0102217, 1
5.596, 0.00970117, -0.0102128, 1
5.597, 0.00969096, -0.0102039, 1
5.598, 0.00968077, -0.0101948, 1
5.599, 0.00967057, -0.0101856, 1
5.6, 0.00966039, -0.0101764, 1
5.601, 0.00965022, -0.010167, 1
5.602, 0.00964006, -0.0101576, 1
5.603, 0.00962991, -0.010148, 1
5.604, 0.00961976, -0.0101384, 1
5.605, 0.00960963, -0.0101287, 1
5.606, 0.00959951, -0.0101188, 1
5.607, 0.00958939, -0.0101089, 1
5.608, 0.00957929, -0.0100989, 1
5.609, 0.00956919, -0.0100888, 1
5.61, 0.00955911, -0.0100786, 1
5.611, 0.00954904, -0.0100682, 1
5.612, 0.00953897, -0.0100578, 1
5.613, 0.00952892, -0.0100474, 1
5.614, 0.00951888, -0.0100368, 1
5.615, 0.00950885, -0.0100261, 1
5.616, 0.00949883, -0.0100153, 1
5.617, 0.00948882, -0.0100044, 1
5.618, 0.00947882, -0.00999347, 1
5.619, 0.00946883, -0.00998241, 1
5.62, 0.00945885, -0.00997126, 1
5.621, 0.00944889, -0.00996002, 1
5.622, 0.00943893, -0.00994868, 1
5.623, 0.00942899, -0.00993725, 1
5.624, 0.00941906, -0.00992572, 1
5.625, 0.00940914, -0.0099141, 1
5.626, 0.00939923, -0.00990239, 1
5.627, 0.00938934, -0.00989059, 1
5.628, 0.00937945, -0.0098787, 1
5.629, 0.00936958, -0.00986671, 1
5.63, 0.00935972, -0.00985463, 1
5.631, 0.00934987, -0.00984246, 1
5.632, 0.00934003, -0.0098302, 1
5.633, 0.00933021, -0.00981785, 1
5.634, 0.0093204, -0.0098054, 1
5.635, 0.0093106, -0.00979287, 1
5.636, 0.00930081, -0.00978024, 1
5.637, 0.00929104, -0.00976752, 1
5.638, 0.00928128, -0.00975471, 1
5.639, 0.00927153, -0.00974181, 1
5.64, 0.00926179, -0.00972883, 1
5.641, 0.00925207, -0.00971575, 1
5.642, 0.00924236, -0.00970258, 1
5.643, 0.00923266, -0.00968932, 1
5.644, 0.00922298, -0.00967597, 1
5.645, 0.00921331, -0.00966253, 1
5.646, 0.00920366, -0.009649, 1
5.647, 0.00919402, -0.00963538, 1
5.648, 0.00918439, -0.00962167, 1
5.649, 0.00917477, -0.00960788, 1
5.65, 0.00916517, -0.009594, 1
5.651, 0.00915558, -0.00958002, 1
5.652, 0.00914601, -0.00956596, 1
5.653, 0.00913645, -0.00955181, 1
5.654, 0.00912691, -0.00953757, 1
5.655, 0.00911738, -0.00952325, 1
5.656, 0.00910786, -0.00950884, 1
5.657, 0.00909836, -0.00949434, 1
5.658, 0.00908887, -0.00947975, 1
5.659, 0.0090794, -0.00946507, 1
5.66, 0.00906994, -0.00945031, 1
5.661, 0.0090605, -0.00943546, 1
5.662, 0.00905107, -0.00942053, 1
5.663, 0.00904166, -0.00940551, 1
5.664, 0.00903226, -0.0093904, 1
5.665, 0.00902288, -0.0093752, 1
5.666, 0.00901351, -0.00935992, 1
5.667, 0.00900416, -0.00934456, 1
5.668, 0.00899482, -0.00932911, 1
5.669, 0.0089855, -0.00931357, 1
5.67, 0.00897619, -0.00929795, 1
5.671, 0.0089669, -0.00928224, 1
5.672, 0.00895763, -0.00926645, 1
5.673, 0.00894837, -0.00925058, 1
5.674, 0.00893913, -0.00923462, 1
5.675, 0.0089299, -0.00921857, 1
5.676, 0.00892069, -0.00920245, 1
5.677, 0.0089115, -0.00918623, 1
5.678, 0.00890232, -0.00916994, 1
5.679, 0.00889316, -0.00915356, 1
5.68, 0.00888401, -0.0091371, 1
5.681, 0.00887488, -0.00912055, 1
5.682, 0.00886577, -0.00910392, 1
5.683, 0.00885667, -0.00908721, 1
5.684, 0.0088476, -0.00907042, 1
5.685, 0.00883853, -0.00905354, 1
5.686, 0.00882949, -0.00903659, 1
5.687, 0.00882046, -0.00901955, 1
5.688, 0.00881145, -0.00900243, 1
5.689, 0.00880246, -0.00898522, 1
5.69, 0.00879348, -0.00896794, 1
5.691, 0.00878452, -0.00895057, 1
5.692, 0.00877558, -0.00893313, 1
5.693, 0.00876665, -0.0089156, 1
5.694, 0.00875775, -0.008898, 1
5.695, 0.00874886, -0.00888031, 1
5.696, 0.00873999, -0.00886254, 1
5.697, 0.00873113, -0.0088447, 1
5.698, 0.0087223, -0.00882677, 1
5.699, 0.00871348, -0.00880876, 1
5.7, 0.00870468, -0.00879068, 1
5.701, 0.0086959, -0.00877251, 1
5.702, 0.00868713, -0.00875427, 1
5.703, 0.00867839, -0.00873595, 1
5.704, 0.00866966, -0.00871755, 1
5.705, 0.00866095, -0.00869907, 1
