t, x1, x2, u
2.527, 0.010074, 0.0192812, 1
2.528, 0.0100933, 0.0192745, 1
2.529, 0.0101126, 0.0192677, 1
2.53, 0.0101318, 0.0192607, 1
2.531, 0.0101511, 0.0192535, 1
2.532, 0.0101703, 0.0192462, 1
2.533, 0.0101896, 0.0192386, 1
2.534, 0.0102088, 0.0192308, 1
2.535, 0.010228, 0.0192229, 1
2.536, 0.0102472, 0.0192148, 1
2.537, 0.0102665, 0.0192065, 1
2.538, 0.0102857, 0.019198, 1
2.539, 0.0103049, 0.0191893, 1
2.54, 0.010324, 0.0191805, 1
2.541, 0.0103432, 0.0191714, 1
2.542, 0.0103624, 0.0191622, 1
2.543, 0.0103815, 0.0191528, 1
2.544, 0.0104007, 0.0191432, 1
2.545, 0.0104198, 0.0191334, 1
2.546, 0.010439, 0.0191235, 1
2.547, 0.0104581, 0.0191133, 1
2.548, 0.0104772, 0.019103, 1
2.549, 0.0104963, 0.0190925, 1
2.55, 0.0105154, 0.0190818, 1
2.551, 0.0105344, 0.0190709, 1
2.552, 0.0105535, 0.0190598, 1
2.553, 0.0105726, 0.0190486, 1
2.554, 0.0105916, 0.0190372, 1
2.555, 0.0106106, 0.0190256, 1
2.556, 0.0106297, 0.0190138, 1
2.557, 0.0106487, 0.0190018, 1
2.558, 0.0106677, 0.0189897, 1
2.559, 0.0106866, 0.0189773, 1
2.56, 0.0107056, 0.0189648, 1
2.561, 0.0107246, 0.0189521, 1
2.562, 0.0107435, 0.0189392, 1
2.563, 0.0107624, 0.0189262, 1
2.564, 0.0107814, 0.0189129, 1
2.565, 0.0108003, 0.0188995, 1
2.566, 0.0108192, 0.0188859, 1
2.567, 0.010838, 0.0188721, 1
2.568, 0.0108569, 0.0188582, 1
2.569, 0.0108758, 0.018844, 1
2.57, 0.0108946, 0.0188297, 1
2.571, 0.0109134, 0.0188152, 1
2.572, 0.0109322, 0.0188006, 1
2.573, 0.010951, 0.0187857, 1
2.574, 0.0109698, 0.0187707, 1
2.575, 0.0109886, 0.0187555, 1
2.576, 0.0110073, 0.0187401, 1
2.577, 0.011026, 0.0187245, 1
2.578, 0.0110448, 0.0187088, 1
2.579, 0.0110635, 0.0186929, 1
2.58, 0.0110821, 0.0186768, 1
2.581, 0.0111008, 0.0186605, 1
2.582, 0.0111195, 0.018644, 1
2.583, 0.0111381, 0.0186274, 1
2.584, 0.0111567, 0.0186106, 1
2.585, 0.0111753, 0.0185936, 1
2.586, 0.0111939, 0.0185765, 1
2.587, 0.0112125, 0.0185592, 1
2.588, 0.011231, 0.0185417, 1
2.589, 0.0112496, 0.018524, 1
2.59, 0.0112681, 0.0185061, 1
2.591, 0.0112866, 0.0184881, 1
2.592, 0.0113051, 0.0184699, 1
2.593, 0.0113235, 0.0184515, 1
2.594, 0.011342, 0.018433, 1
2.595, 0.0113604, 0.0184142, 1
2.596, 0.0113788, 0.0183954, 1
2.597, 0.0113972, 0.0183763, 1
2.598, 0.0114155, 0.018357, 1
2.599, 0.0114339, 0.0183376, 1
2.6, 0.0114522, 0.018318, 1
2.601, 0.0114705, 0.0182983, 1
2.602, 0.0114888, 0.0182784, 1
2.603, 0.0115071, 0.0182583, 1
2.604, 0.0115253, 0.018238, 1
2.605, 0.0115436, 0.0182175, 1
2.606, 0.0115618, 0.0181969, 1
2.607, 0.0115799, 0.0181762, 1
2.608, 0.0115981, 0.0181552, 1
2.609, 0.0116163, 0.0181341, 1
2.61, 0.0116344, 0.0181128, 1
2.611, 0.0116525, 0.0180913, 1
2.612, 0.0116706, 0.0180697, 1
2.613, 0.0116886, 0.0180479, 1
2.614, 0.0117067, 0.0180259, 1
2.615, 0.0117247, 0.0180038, 1
2.616, 0.0117427, 0.0179815, 1
2.617, 0.0117606, 0.017959, 1
2.618, 0.0117786, 0.0179364, 1
2.619, 0.0117965, 0.0179136, 1
2.62, 0.0118144, 0.0178906, 1
2.621, 0.0118323, 0.0178675, 1
2.622, 0.0118501, 0.0178442, 1
2.623, 0.011868, 0.0178207, 1
2.624, 0.0118858, 0.0177971, 1
2.625, 0.0119036, 0.0177733, 1
2.626, 0.0119213, 0.0177493, 1
2.627, 0.0119391, 0.0177252, 1
2.628, 0.0119568, 0.0177009, 1
2.629, 0.0119745, 0.0176764, 1
2.63, 0.0119921, 0.0176518, 1
2.631, 0.0120098, 0.017627, 1
2.632, 0.0120274, 0.0176021, 1
2.633, 0.012045, 0.017577, 1
2.634, 0.0120625, 0.0175517, 1
2.635, 0.0120801, 0.0175263, 1
2.636, 0.0120976, 0.0175007, 1
2.637, 0.0121151, 0.0174749, 1
2.638, 0.0121325, 0.017449, 1
2.639, 0.01215, 0.0174229, 1
2.64, 0.0121674, 0.0173967, 1
2.641, 0.0121848, 0.0173703, 1
2.642, 0.0122021, 0.0173438, 1
2.643, 0.0122195, 0.017317, 1
2.644, 0.0122368, 0.0172902, 1
2.645, 0.012254, 0.0172631, 1
2.646, 0.0122713, 0.0172359, 1
2.647, 0.0122885, 0.0172086, 1
2.648, 0.0123057, 0.0171811, 1
2.649, 0.0123229, 0.0171534, 1
2.65, 0.01234, 0.0171256, 1
2.651, 0.0123571, 0.0170976, 1
2.652, 0.0123742, 0.0170695, 1
2.653, 0.0123913, 0.0170412, 1
2.654, 0.0124083, 0.0170127, 1
2.655, 0.0124253, 0.0169841, 1
2.656, 0.0124423, 0.0169554, 1
2.657, 0.0124592, 0.0169264, 1
2.658, 0.0124761, 0.0168974, 1
2.659, 0.012493, 0.0168681, 1
2.66, 0.0125099, 0.0168388, 1
2.661, 0.0125267, 0.0168092, 1
2.662, 0.0125435, 0.0167796, 1
2.663, 0.0125602, 0.0167497, 1
2.664, 0.012577, 0.0167197, 1
2.665, 0.0125937, 0.0166896, 1
2.666, 0.0126103, 0.0166593, 1
2.667, 0.012627, 0.0166289, 1
2.668, 0.0126436, 0.0165983, 1
2.669, 0.0126602, 0.0165675, 1
2.67, 0.0126767, 0.0165366, 1
2.671, 0.0126933, 0.0165056, 1
2.672, 0.0127098, 0.0164744, 1
2.673, 0.0127262, 0.016443, 1
2.674, 0.0127426, 0.0164115, 1
2.675, 0.012759, 0.0163799, 1
2.676, 0.0127754, 0.0163481, 1
2.677, 0.0127917, 0.0163162, 1
2.678, 0.012808, 0.0162841, 1
2.679, 0.0128243, 0.0162519, 1
2.68, 0.0128405, 0.0162195, 1
2.681, 0.0128567, 0.016187, 1
2.682, 0.0128729, 0.0161543, 1
2.683, 0.012889, 0.0161215, 1
2.684, 0.0129052, 0.0160885, 1
2.685, 0.0129212, 0.0160554, 1
2.686, 0.0129373, 0.0160222, 1
2.687, 0.0129533, 0.0159888, 1
2.688, 0.0129692, 0.0159552, 1
2.689, 0.0129852, 0.0159216, 1
2.69, 0.0130011, 0.0158877, 1
2.691, 0.013017, 0.0158538, 1
2.692, 0.0130328, 0.0158197, 1
2.693, 0.0130486, 0.0157854, 1
2.694, 0.0130644, 0.015751, 1
2.695, 0.0130801, 0.0157165, 1
2.696, 0.0130958, 0.0156818, 1
2.697, 0.0131115, 0.015647, 1
2.698, 0.0131271, 0.0156121, 1
2.699, 0.0131427, 0.015577, 1
2.7, 0.0131582, 0.0155418, 1
2.701, 0.0131738, 0.0155064, 1
2.702, 0.0131893, 0.0154709, 1
2.703, 0.0132047, 0.0154353, 1
2.704, 0.0132201, 0.0153995, 1
2.705, 0.0132355, 0.0153636, 1
2.706, 0.0132509, 0.0153275, 1
2.707, 0.0132662, 0.0152913, 1
2.708, 0.0132814, 0.015255, 1
2.709, 0.0132967, 0.0152186, 1
2.71, 0.0133119, 0.015182, 1
2.711, 0.013327, 0.0151452, 1
2.712, 0.0133422, 0.0151084, 1
2.713, 0.0133573, 0.0150714, 1
2.714, 0.0133723, 0.0150343, 1
2.715, 0.0133873, 0.014997, 1
2.716, 0.0134023, 0.0149596, 1
2.717, 0.0134172, 0.0149221, 1
2.718, 0.0134321, 0.0148844, 1
2.719, 0.013447, 0.0148467, 1
2.72, 0.0134618, 0.0148087, 1
2.721, 0.0134766, 0.0147707, 1
2.722, 0.0134914, 0.0147325, 1
2.723, 0.0135061, 0.0146942, 1
2.724, 0.0135208, 0.0146558, 1
2.725, 0.0135354, 0.0146172, 1
2.726, 0.01355, 0.0145785, 1
2.727, 0.0135646, 0.0145397, 1
2.728, 0.0135791, 0.0145008, 1
2.729, 0.0135936, 0.0144617, 1
2.73, 0.013608, 0.0144225, 1
2.731, 0.0136224, 0.0143832, 1
2.732, 0.0136368, 0.0143437, 1
2.733, 0.0136511, 0.0143042, 1
2.734, 0.0136654, 0.0142645, 1
2.735, 0.0136796, 0.0142247, 1
2.736, 0.0136938, 0.0141847, 1
2.737, 0.013708, 0.0141446, 1
2.738, 0.0137221, 0.0141044, 1
2.739, 0.0137362, 0.0140641, 1
2.74, 0.0137502, 0.0140237, 1
2.741, 0.0137642, 0.0139831, 1
2.742, 0.0137782, 0.0139425, 1
2.743, 0.0137921, 0.0139017, 1
2.744, 0.013806, 0.0138608, 1
2.745, 0.0138199, 0.0138197, 1
2.746, 0.0138337, 0.0137786, 1
2.747, 0.0138474, 0.0137373, 1
2.748, 0.0138611, 0.0136959, 1
2.749, 0.0138748, 0.0136544, 1
2.75, 0.0138884, 0.0136128, 1
2.751, 0.013902, 0.013571, 1
2.752, 0.0139156, 0.0135292, 1
2.753, 0.0139291, 0.0134872, 1
2.754, 0.0139426, 0.0134451, 1
2.755, 0.013956, 0.0134029, 1
2.756, 0.0139694, 0.0133606, 1
2.757, 0.0139827, 0.0133181, 1
2.758, 0.013996, 0.0132756, 1
2.759, 0.0140092, 0.0132329, 1
2.76, 0.0140225, 0.0131901, 1
2.761, 0.0140356, 0.0131472, 1
2.762, 0.0140488, 0.0131042, 1
2.763, 0.0140618, 0.0130611, 1
2.764, 0.0140749, 0.0130179, 1
2.765, 0.0140879, 0.0129746, 1
2.766, 0.0141008, 0.0129311, 1
2.767, 0.0141137, 0.0128876, 1
2.768, 0.0141266, 0.0128439, 1
2.769, 0.0141394, 0.0128002, 1
2.77, 0.0141522, 0.0127563, 1
2.771, 0.0141649, 0.0127123, 1
2.772, 0.0141776, 0.0126682, 1
2.773, 0.0141903, 0.012624, 1
2.774, 0.0142029, 0.0125797, 1
2.775, 0.0142154, 0.0125353, 1
2.776, 0.0142279, 0.0124908, 1
2.777, 0.0142404, 0.0124461, 1
2.778, 0.0142528, 0.0124014, 1
2.779, 0.0142652, 0.0123566, 1
2.78, 0.0142776, 0.0123117, 1
2.781, 0.0142898, 0.0122666, 1
2.782, 0.0143021, 0.0122215, 1
2.783, 0.0143143, 0.0121763, 1
2.784, 0.0143264, 0.0121309, 1
2.785, 0.0143385, 0.0120855, 1
2.786, 0.0143506, 0.0120399, 1
2.787, 0.0143626, 0.0119943, 1
2.788, 0.0143746, 0.0119486, 1
2.789, 0.0143865, 0.0119027, 1
2.79, 0.0143984, 0.0118568, 1
2.791, 0.0144102, 0.0118107, 1
2.792, 0.014422, 0.0117646, 1
2.793, 0.0144338, 0.0117184, 1
2.794, 0.0144455, 0.0116721, 1
2.795, 0.0144571, 0.0116256, 1
2.796, 0.0144687, 0.0115791, 1
2.797, 0.0144803, 0.0115325, 1
2.798, 0.0144918, 0.0114858, 1
2.799, 0.0145032, 0.011439, 1
2.8, 0.0145147, 0.0113921, 1
2.801, 0.014526, 0.0113451, 1
2.802, 0.0145373, 0.011298, 1
2.803, 0.0145486, 0.0112509, 1
2.804, 0.0145598, 0.0112036, 1
2.805, 0.014571, 0.0111563, 1
2.806, 0.0145822, 0.0111088, 1
2.807, 0.0145932, 0.0110613, 1
2.808, 0.0146043, 0.0110136, 1
2.809, 0.0146153, 0.0109659, 1
2.81, 0.0146262, 0.0109181, 1
2.811, 0.0146371, 0.0108702, 1
2.812, 0.014648, 0.0108223, 1
2.813, 0.0146588, 0.0107742, 1
2.814, 0.0146695, 0.0107261, 1
2.815, 0.0146802, 0.0106778, 1
2.816, 0.0146909, 0.0106295, 1
2.817, 0.0147015, 0.0105811, 1
2.818, 0.014712, 0.0105326, 1
2.819, 0.0147225, 0.010484, 1
2.82, 0.014733, 0.0104354, 1
2.821, 0.0147434, 0.0103866, 1
2.822, 0.0147538, 0.0103378, 1
2.823, 0.0147641, 0.0102889, 1
2.824, 0.0147743, 0.0102399, 1
2.825, 0.0147846, 0.0101908, 1
2.826, 0.0147947, 0.0101417, 1
2.827, 0.0148048, 0.0100925, 1
2.828, 0.0148149, 0.0100432, 1
2.829, 0.0148249, 0.00999378, 1
2.83, 0.0148349, 0.00994431, 1
2.831, 0.0148448, 0.00989477, 1
2.832, 0.0148547, 0.00984515, 1
2.833, 0.0148645, 0.00979546, 1
2.834, 0.0148743, 0.00974569, 1
2.835, 0.014884, 0.00969584, 1
2.836, 0.0148937, 0.00964592, 1
2.837, 0.0149033, 0.00959592, 1
2.838, 0.0149129, 0.00954585, 1
2.839, 0.0149224, 0.00949571, 1
2.84, 0.0149318, 0.00944549, 1
2.841, 0.0149413, 0.0093952, 1
2.842, 0.0149506, 0.00934483, 1
2.843, 0.01496, 0.0092944, 1
2.844, 0.0149692, 0.0092439, 1
2.845, 0.0149784, 0.00919332, 1
2.846, 0.0149876, 0.00914268, 1
2.847, 0.0149967, 0.00909196, 1
2.848, 0.0150058, 0.00904118, 1
2.849, 0.0150148, 0.00899033, 1
2.85, 0.0150238, 0.00893941, 1
2.851, 0.0150327, 0.00888842, 1
2.852, 0.0150416, 0.00883736, 1
2.853, 0.0150504, 0.00878624, 1
2.854, 0.0150591, 0.00873506, 1
2.855, 0.0150678, 0.00868381, 1
2.856, 0.0150765, 0.00863249, 1
2.857, 0.0150851, 0.00858111, 1
2.858, 0.0150937, 0.00852967, 1
2.859, 0.0151022, 0.00847816, 1
2.86, 0.0151106, 0.00842659, 1
2.861, 0.015119, 0.00837496, 1
2.862, 0.0151274, 0.00832327, 1
2.863, 0.0151357, 0.00827152, 1
2.864, 0.0151439, 0.0082197, 1
2.865, 0.0151521, 0.00816783, 1
2.866, 0.0151602, 0.0081159, 1
2.867, 0.0151683, 0.0080639, 1
2.868, 0.0151764, 0.00801185, 1
2.869, 0.0151844, 0.00795975, 1
2.87, 0.0151923, 0.00790758, 1
2.871, 0.0152002, 0.00785536, 1
2.872, 0.015208, 0.00780308, 1
2.873, 0.0152158, 0.00775075, 1
2.874, 0.0152235, 0.00769836, 1
2.875, 0.0152312, 0.00764591, 1
2.876, 0.0152388, 0.00759342, 1
2.877, 0.0152464, 0.00754087, 1
2.878, 0.0152539, 0.00748826, 1
2.879, 0.0152613, 0.00743561, 1
2.88, 0.0152687, 0.0073829, 1
2.881, 0.0152761, 0.00733014, 1
2.882, 0.0152834, 0.00727733, 1
2.883, 0.0152907, 0.00722447, 1
2.884, 0.0152979, 0.00717156, 1
2.885, 0.015305, 0.0071186, 1
2.886, 0.0153121, 0.00706559, 1
2.887, 0.0153191, 0.00701254, 1
2.888, 0.0153261, 0.00695943, 1
2.889, 0.015333, 0.00690628, 1
2.89, 0.0153399, 0.00685309, 1
2.891, 0.0153468, 0.00679984, 1
2.892, 0.0153535, 0.00674655, 1
2.893, 0.0153602, 0.00669322, 1
2.894, 0.0153669, 0.00663984, 1
2.895, 0.0153735, 0.00658642, 1
2.896, 0.0153801, 0.00653296, 1
2.897, 0.0153866, 0.00647945, 1
2.898, 0.015393, 0.0064259, 1
2.899, 0.0153994, 0.00637231, 1
2.9, 0.0154058, 0.00631868, 1
2.901, 0.0154121, 0.00626501, 1
2.902, 0.0154183, 0.00621129, 1
2.903, 0.0154245, 0.00615754, 1
2.904, 0.0154306, 0.00610375, 1
2.905, 0.0154367, 0.00604992, 1
2.906, 0.0154427, 0.00599605, 1
2.907, 0.0154487, 0.00594215, 1
2.908, 0.0154546, 0.00588821, 1
2.909, 0.0154605, 0.00583423, 1
2.91, 0.0154663, 0.00578022, 1
2.911, 0.015472, 0.00572617, 1
2.912, 0.0154777, 0.00567209, 1
2.913, 0.0154834, 0.00561797, 1
2.914, 0.015489, 0.00556382, 1
2.915, 0.0154945, 0.00550964, 1
2.916, 0.0155, 0.00545543, 1
2.917, 0.0155054, 0.00540118, 1
2.918, 0.0155108, 0.0053469, 1
2.919, 0.0155161, 0.00529259, 1
2.92, 0.0155214, 0.00523825, 1
2.921, 0.0155266, 0.00518388, 1
2.922, 0.0155318, 0.00512949, 1
2.923, 0.0155369, 0.00507506, 1
2.924, 0.0155419, 0.00502061, 1
2.925, 0.0155469, 0.00496612, 1
2.926, 0.0155518, 0.00491162, 1
2.927, 0.0155567, 0.00485708, 1
2.928, 0.0155615, 0.00480252, 1
2.929, 0.0155663, 0.00474793, 1
2.93, 0.015571, 0.00469332, 1
2.931, 0.0155757, 0.00463869, 1
2.932, 0.0155803, 0.00458403, 1
2.933, 0.0155849, 0.00452935, 1
2.934, 0.0155894, 0.00447464, 1
2.935, 0.0155938, 0.00441992, 1
2.936, 0.0155982, 0.00436517, 1
2.937, 0.0156026, 0.0043104, 1
2.938, 0.0156068, 0.00425561, 1
2.939, 0.0156111, 0.0042008, 1
2.94, 0.0156152, 0.00414597, 1
2.941, 0.0156194, 0.00409113, 1
2.942, 0.0156234, 0.00403626, 1
2.943, 0.0156274, 0.00398138, 1
2.944, 0.0156314, 0.00392648, 1
2.945, 0.0156353, 0.00387156, 1
2.946, 0.0156391, 0.00381663, 1
2.947, 0.0156429, 0.00376168, 1
2.948, 0.0156467, 0.00370672, 1
2.949, 0.0156503, 0.00365174, 1
2.95, 0.015654, 0.00359675, 1
2.951, 0.0156575, 0.00354175, 1
2.952, 0.015661, 0.00348673, 1
2.953, 0.0156645, 0.0034317, 1
2.954, 0.0156679, 0.00337666, 1
2.955, 0.0156713, 0.00332161, 1
2.956, 0.0156745, 0.00326654, 1
2.957, 0.0156778, 0.00321147, 1
2.958, 0.015681, 0.00315639, 1
2.959, 0.0156841, 0.0031013, 1
2.96, 0.0156872, 0.0030462, 1
2.961, 0.0156902, 0.00299109, 1
2.962, 0.0156932, 0.00293598, 1
2.963, 0.0156961, 0.00288086, 1
2.964, 0.0156989, 0.00282573, 1
2.965, 0.0157017, 0.0027706, 1
2.966, 0.0157045, 0.00271546, 1
2.967, 0.0157071, 0.00266031, 1
2.968, 0.0157098, 0.00260517, 1
2.969, 0.0157124, 0.00255002, 1
2.97, 0.0157149, 0.00249486, 1
2.971, 0.0157173, 0.00243971, 1
2.972, 0.0157198, 0.00238455, 1
2.973, 0.0157221, 0.00232939, 1
2.974, 0.0157244, 0.00227423, 1
2.975, 0.0157267, 0.00221907, 1
2.976, 0.0157289, 0.00216391, 1
2.977, 0.015731, 0.00210875, 1
2.978, 0.0157331, 0.0020536, 1
2.979, 0.0157351, 0.00199844, 1
2.98, 0.0157371, 0.00194329, 1
2.981, 0.015739, 0.00188814, 1
2.982, 0.0157408, 0.00183299, 1
2.983, 0.0157427, 0.00177785, 1
2.984, 0.0157444, 0.00172271, 1
2.985, 0.0157461, 0.00166758, 1
2.986, 0.0157477, 0.00161245, 1
2.987, 0.0157493, 0.00155733, 1
2.988, 0.0157509, 0.00150222, 1
2.989, 0.0157523, 0.00144711, 1
2.99, 0.0157537, 0.00139201, 1
2.991, 0.0157551, 0.00133692, 1
2.992, 0.0157564, 0.00128184, 1
2.993, 0.0157577, 0.00122677, 1
2.994, 0.0157589, 0.00117171, 1
2.995, 0.01576, 0.00111666, 1
2.996, 0.0157611, 0.00106161, 1
2.997, 0.0157621, 0.00100659, 1
2.998, 0.0157631, 0.000951569, 1
2.999, 0.015764, 0.000896565, 1
3, 0.0157649, 0.000841574, 1
3.001, 0.0157657, 0.000786597, 1
3.002, 0.0157665, 0.000731635, 1
3.003, 0.0157672, 0.000676687, 1
3.004, 0.0157678, 0.000621754, 1
3.005, 0.0157684, 0.000566837, 1
3.006, 0.015769, 0.000511937, 1
3.007, 0.0157695, 0.000457053, 1
3.008, 0.0157699, 0.000402187, 1
3.009, 0.0157703, 0.000347339, 1
3.01, 0.0157706, 0.00029251, 1
3.011, 0.0157708, 0.0002377, 1
3.012, 0.0157711, 0.000182909, 1
3.013, 0.0157712, 0.000128138, 1
3.014, 0.0157713, 7.33881e-05, 1
3.015, 0.0157714, 1.86592e-05, 1
3.016, 0.0157714, -3.60479e-05, 1
3.017, 0.0157713, -9.07328e-05, 1
3.018, 0.0157712, -0.000145395, 1
3.019, 0.015771, -0.000200034, 1
3.02, 0.0157708, -0.000254649, 1
3.021, 0.0157705, -0.00030924, 1
3.022, 0.0157702, -0.000363805, 1
3.023, 0.0157698, -0.000418346, 1
3.024, 0.0157693, -0.00047286, 1
3.025, 0.0157688, -0.000527349, 1
3.026, 0.0157683, -0.00058181, 1
3.027, 0.0157677, -0.000636243, 1
3.028, 0.015767, -0.000690649, 1
3.029, 0.0157663, -0.000745026, 1
3.03, 0.0157655, -0.000799374, 1
3.031, 0.0157647, -0.000853693, 1
3.032, 0.0157638, -0.000907981, 1
3.033, 0.0157629, -0.000962239, 1
3.034, 0.0157619, -0.00101647, 1
3.035, 0.0157608, -0.00107066, 1
3.036, 0.0157597, -0.00112482, 1
3.037, 0.0157586, -0.00117895, 1
3.038, 0.0157574, -0.00123305, 1
3.039, 0.0157561, -0.00128711, 1
3.04, 0.0157548, -0.00134114, 1
3.041, 0.0157534, -0.00139514, 1
3.042, 0.015752, -0.0014491, 1
3.043, 0.0157505, -0.00150302, 1
3.044, 0.015749, -0.00155691, 1
3.045, 0.0157474, -0.00161076, 1
3.046, 0.0157458, -0.00166457, 1
3.047, 0.0157441, -0.00171834, 1
3.048, 0.0157423, -0.00177208, 1
3.049, 0.0157405, -0.00182578, 1
3.05, 0.0157387, -0.00187944, 1
3.051, 0.0157368, -0.00193305, 1
3.052, 0.0157348, -0.00198663, 1
3.053, 0.0157328, -0.00204017, 1
3.054, 0.0157307, -0.00209366, 1
3.055, 0.0157286, -0.00214712, 1
3.056, 0.0157264, -0.00220053, 1
3.057, 0.0157242, -0.0022539, 1
3.058, 0.0157219, -0.00230722, 1
3.059, 0.0157196, -0.0023605, 1
3.06, 0.0157172, -0.00241374, 1
3.061, 0.0157148, -0.00246693, 1
3.062, 0.0157123, -0.00252008, 1
3.063, 0.0157097, -0.00257318, 1
3.064, 0.0157071, -0.00262623, 1
3.065, 0.0157045, -0.00267924, 1
3.066, 0.0157018, -0.0027322, 1
3.067, 0.015699, -0.00278511, 1
3.068, 0.0156962, -0.00283797, 1
3.069, 0.0156933, -0.00289078, 1
3.07, 0.0156904, -0.00294355, 1
3.071, 0.0156875, -0.00299626, 1
3.072, 0.0156844, -0.00304893, 1
3.073, 0.0156814, -0.00310154, 1
3.074, 0.0156782, -0.0031541, 1
3.075, 0.015675, -0.00320661, 1
3.076, 0.0156718, -0.00325907, 1
3.077, 0.0156685, -0.00331147, 1
3.078, 0.0156652, -0.00336382, 1
3.079, 0.0156618, -0.00341612, 1
3.08, 0.0156584, -0.00346836, 1
3.081, 0.0156549, -0.00352055, 1
3.082, 0.0156513, -0.00357268, 1
3.083, 0.0156477, -0.00362476, 1
3.084, 0.0156441, -0.00367678, 1
3.085, 0.0156404, -0.00372874, 1
3.086, 0.0156366, -0.00378064, 1
3.087, 0.0156328, -0.00383249, 1
3.088, 0.0156289, -0.00388428, 1
3.089, 0.015625, -0.00393601, 1
3.09, 0.0156211, -0.00398768, 1
3.091, 0.0156171, -0.00403929, 1
3.092, 0.015613, -0.00409085, 1
3.093, 0.0156089, -0.00414234, 1
3.094, 0.0156047, -0.00419377, 1
3.095, 0.0156005, -0.00424513, 1
3.096, 0.0155962, -0.00429644, 1
3.097, 0.0155919, -0.00434768, 1
3.098, 0.0155875, -0.00439886, 1
3.099, 0.0155831, -0.00444998, 1
3.1, 0.0155786, -0.00450103, 1
3.101, 0.0155741, -0.00455202, 1
3.102, 0.0155695, -0.00460294, 1
3.103, 0.0155649, -0.0046538, 1
3.104, 0.0155602, -0.00470459, 1
3.105, 0.0155555, -0.00475531, 1
3.106, 0.0155507, -0.00480597, 1
3.107, 0.0155459, -0.00485656, 1
3.108, 0.015541, -0.00490708, 1
3.109, 0.0155361, -0.00495753, 1
3.11, 0.0155311, -0.00500792, 1
3.111, 0.015526, -0.00505824, 1
3.112, 0.015521, -0.00510848, 1
3.113, 0.0155158, -0.00515866, 1
3.114, 0.0155106, -0.00520876, 1
3.115, 0.0155054, -0.0052588, 1
3.116, 0.0155001, -0.00530876, 1
3.117, 0.0154948, -0.00535865, 1
3.118, 0.0154894, -0.00540847, 1
3.119, 0.015484, -0.00545821, 1
3.12, 0.0154785, -0.00550789, 1
3.121, 0.015473, -0.00555748, 1
3.122, 0.0154674, -0.00560701, 1
3.123, 0.0154617, -0.00565646, 1
3.124, 0.0154561, -0.00570583, 1
3.125, 0.0154503, -0.00575513, 1
3.126, 0.0154446, -0.00580435, 1
3.127, 0.0154387, -0.00585349, 1
3.128, 0.0154328, -0.00590256, 1
3.129, 0.0154269, -0.00595155, 1
3.13, 0.0154209, -0.00600046, 1
3.131, 0.0154149, -0.0060493, 1
3.132, 0.0154088, -0.00609805, 1
3.133, 0.0154027, -0.00614673, 1
3.134, 0.0153966, -0.00619532, 1
3.135, 0.0153903, -0.00624384, 1
3.136, 0.0153841, -0.00629228, 1
3.137, 0.0153777, -0.00634063, 1
3.138, 0.0153714, -0.0063889, 1
3.139, 0.015365, -0.00643709, 1
3.14, 0.0153585, -0.0064852, 1
3.141, 0.015352, -0.00653323, 1
3.142, 0.0153454, -0.00658117, 1
3.143, 0.0153388, -0.00662903, 1
3.144, 0.0153322, -0.0066768, 1
3.145, 0.0153255, -0.00672449, 1
3.146, 0.0153187, -0.0067721, 1
3.147, 0.0153119, -0.00681962, 1
3.148, 0.0153051, -0.00686705, 1
3.149, 0.0152982, -0.0069144, 1
3.15, 0.0152913, -0.00696166, 1
3.151, 0.0152843, -0.00700883, 1
3.152, 0.0152773, -0.00705592, 1
3.153, 0.0152702, -0.00710291, 1
3.154, 0.015263, -0.00714982, 1
3.155, 0.0152559, -0.00719664, 1
3.156, 0.0152487, -0.00724337, 1
3.157, 0.0152414, -0.00729001, 1
3.158, 0.0152341, -0.00733657, 1
3.159, 0.0152267, -0.00738303, 1
3.16, 0.0152193, -0.0074294, 1
3.161, 0.0152119, -0.00747567, 1
3.162, 0.0152044, -0.00752186, 1
3.163, 0.0151968, -0.00756795, 1
3.164, 0.0151892, -0.00761396, 1
3.165, 0.0151816, -0.00765986, 1
3.166, 0.0151739, -0.00770568, 1
3.167, 0.0151662, -0.0077514, 1
3.168, 0.0151584, -0.00779703, 1
3.169, 0.0151506, -0.00784256, 1
3.17, 0.0151427, -0.00788799, 1
3.171, 0.0151348, -0.00793334, 1
3.172, 0.0151268, -0.00797858, 1
3.173, 0.0151188, -0.00802373, 1
3.174, 0.0151108, -0.00806878, 1
3.175, 0.0151027, -0.00811374, 1
3.176, 0.0150946, -0.0081586, 1
3.177, 0.0150864, -0.00820336, 1
3.178, 0.0150782, -0.00824802, 1
3.179, 0.0150699, -0.00829258, 1
3.18, 0.0150616, -0.00833704, 1
3.181, 0.0150532, -0.00838141, 1
3.182, 0.0150448, -0.00842567, 1
3.183, 0.0150364, -0.00846983, 1
3.184, 0.0150279, -0.0085139, 1
3.185, 0.0150193, -0.00855786, 1
3.186, 0.0150108, -0.00860172, 1
3.187, 0.0150021, -0.00864548, 1
3.188, 0.0149935, -0.00868913, 1
3.189, 0.0149848, -0.00873269, 1
3.19, 0.014976, -0.00877614, 1
3.191, 0.0149672, -0.00881948, 1
3.192, 0.0149584, -0.00886273, 1
3.193, 0.0149495, -0.00890587, 1
3.194, 0.0149406, -0.0089489, 1
3.195, 0.0149316, -0.00899183, 1
3.196, 0.0149226, -0.00903465, 1
